Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
flash_3af63729	he	Hoy no hay hongos...	game/branch.rpy	396	he "[what]"
flash_ed71e8cd	nvle	Se detiene de golpe. Algo ha llamado su atención.	game/branch.rpy	397	nvle "[what]"
flash_c69b4d86	nvle	En la base de un árbol viejo, medio podrido, hay un hongo distinto. Es blanco, con forma de abanico. Brilla, húmedo, como si acabara de despertar de un sueño largo. Crece sobre una masa de huesos diminutos, cubiertos de musgo.	game/branch.rpy	398	nvle "[what]"
flash_0b57d0e1	nvle	Helena se agacha. Lo observa con curiosidad. No parece temerosa. Lo arranca con cuidado y lo guarda en su canasta.	game/branch.rpy	399	nvle "[what]"
flash_31144ab0	nvle	Los hongos crecen y forman un paisaje precioso.	game/branch.rpy	400	nvle "[what]"
flash_b24ce1b5	nvle	Helena se despierta bruscamente en su cama. Mira hacia un reloj digital sobre el buró: 6:13 a.m. No ha dormido bien. Camina hacia la puerta de su cuarto, apoya la mano en la perilla y la gira.	game/branch.rpy	404	nvle "[what]"
flash_7a8ec758	nvle	Abre la puerta. Da un paso hacia el pasillo, pero al girar la cabeza ve el baño. {p=1.5} Se queda petrificada.	game/branch.rpy	405	nvle "[what]"
flash_0a773b6d	nvle	La luz del baño sigue encendida, parpadeando. La imagen de anoche la golpea como un muro. Las arcadas, el piso frío, el sabor en la boca. Retrocede. La respiración se le acelera.	game/branch.rpy	406	nvle "[what]"
flash_553c266c	he	No... no otra vez... por favor...	game/branch.rpy	410	he "[what]"
flash_6a7ba3dd	nvle	Cae de rodillas. Se abraza a sí misma. El pecho sube y baja con violencia. Gime bajo, como si intentara ocultarse incluso de su propio cuerpo. Y entonces, se quiebra.	game/branch.rpy	411	nvle "[what]"
FlashUI_label_55a448b1	nvle	La cocina está en penumbra. Una vela encendida parpadea sobre la mesa. Helena come un guiso sencillo. Hortensia canta bajito mientras lava algo en el fregadero.	game/branch.rpy	430	nvle "[what]"
FlashUI_label_3ad8fc9a	nvle	De pronto, Helena se queda quieta. Parpadea varias veces. Su cuerpo se arquea levemente hacia adelante. La vela se agita.	game/branch.rpy	431	nvle "[what]"
FlashUI_label_b7773136	nvle	La vela se apaga de golpe.	game/branch.rpy	432	nvle "[what]"
FlashUI_label_6d66bdf6	nvle	Cada vez que come carne, Helena entra en un trance. La llevan con doctores, hacen estudios, pruebas, pero no hay respuestas.	game/branch.rpy	433	nvle "[what]"
FlashUI_label_861f2c7e	nvle	Un pequeño altar hecho con velas, flores secas y telas colgantes. Todo enmarcado con una tela morada desteñida. Hugo, sonriente, acomoda sillas plegables frente al altar.	game/branch.rpy	435	nvle "[what]"
FlashUI_label_f39ac9d5	nvle	Helena, con un vestido de princesa manchado en la parte baja, está sentada en una silla de madera al centro. El cabello recogido en una media corona de flores plásticas. Sus ojos están vacíos.	game/branch.rpy	436	nvle "[what]"
FlashUI_label_495b4020	nvle	Frente a ella, una mujer de luto, llorando desconsolada, le entrega un pequeño trozo de carne cruda en un platito.	game/branch.rpy	437	nvle "[what]"
FlashUI_label_20874ed7	ma	Por favor... solo quiero saber si me escuchó antes de irse.	game/branch.rpy	439	ma "[what]"
FlashUI_label_db2375c3	nvle	Helena mastica sin resistencia. Hugo se para detrás de ella, una mano sobre su hombro. La carne entra. La visión llega. El cuerpo de la niña se sacude. Las pupilas se dilatan. El aire se vuelve espeso.	game/branch.rpy	440	nvle "[what]"
FlashUI_label_74ee31fa	he	Dijo... dijo que sí. Que escuchó... y que no te guarda rencor...	game/branch.rpy	443	he "[what]"
FlashUI_label_4c07d915	nvle	La mujer rompe en llanto. Hugo sonríe satisfecho, mientras mete el sobre de dinero en el bolsillo de su pantalón.	game/branch.rpy	444	nvle "[what]"
FlashUI_label_19629950	nvle	Hugo le coloca un collar de flores a Helena mientras le dice:	game/branch.rpy	445	nvle "[what]"
FlashUI_label_1e19cfb1	hu	Eres un puente, mi reina... eres la llave.	game/branch.rpy	448	hu "[what]"
FlashUI_label_2ce4c90d	he	Llave no. Tengo hambre...	game/branch.rpy	450	he "[what]"
FlashUI_label_10b3d71a	hu	Come otro bocado. Y sonríe. La gente viene por ti.	game/branch.rpy	452	hu "[what]"
FlashUI_label_555ab459	nvle	Helena obedece, tragando sin gusto.	game/branch.rpy	453	nvle "[what]"
FlashUI_label_ae6fc75f	nvle	Helena, acurrucada frente a la puerta de su cuarto, llora sin fuerzas. Sus dedos se clavan en los brazos. Hiperventila. La luz del baño titila una vez más.	game/branch.rpy	458	nvle "[what]"
FlashUI_label_41e9d54e	nvle	Un estruendo. Una ventana rompe en otra parte de la casa. Algo pesado cae al suelo. Silencio.	game/branch.rpy	461	nvle "[what]"
FlashUI_label_7962f6c5	nvle	Helena no se mueve. Otra pisada. Algo corre. Un quejido bajo.	game/branch.rpy	462	nvle "[what]"
FlashUI_label_383eaf69	nvle	El cerdo aparece en el pasillo, cubierto de polvo y con el overol rasgado. Lleva una maceta rota en las manos.	game/branch.rpy	463	nvle "[what]"
FlashUI_label_e9c785f5	nvle	Se detiene al ver a Helena hecha trizas en el suelo.	game/branch.rpy	464	nvle "[what]"
FlashUI_label_8d0f62db	ch	Oink... ¡Hola...! ¿Estás bien?	game/branch.rpy	466	ch "[what]"
FlashUI_label_2f5568f6	he	¿Sabes qué? Desordena lo que quieras. Ya no importa.	game/branch.rpy	471	he "[what]"
FlashUI_label_0ae9bcd0			game/branch.rpy	474	"[what]"
FlashUI_label_85bcd786	nvle	Helena apenas lo mira. Sus ojos están vidriosos, las lágrimas aún no se han secado. Se levanta tambaleante, entra de nuevo a su cuarto, y cierra la puerta lentamente.	game/branch.rpy	476	nvle "[what]"
FlashUI_label_dcfd2d2f	ch	Oink...	game/branch.rpy	477	ch "[what]"
FlashUI_label_4a3138a6	nvle	Helena está tendida sobre la cama, inmóvil, con el rostro hacia la pared. Su respiración es leve, apenas perceptible. El sueño llega no por descanso, sino por agotamiento.	game/branch.rpy	479	nvle "[what]"
FlashUI_label_23f95a2f	nvle	Helena, niña de ocho años, camina con un vestido de princesa arrastrándose por el lodo. El bosque está distorsionado, como si la niebla escondiera cosas que no se atreven a mostrarse por completo.	game/branch.rpy	484	nvle "[what]"
FlashUI_label_df784eb4	nvle	 De los árboles cuelgan trozos de carne envueltos en listones. Hay velas encendidas sobre charcos, flotando como ofrendas.	game/branch.rpy	485	nvle "[what]"
FlashUI_label_32fb86bb	nvle	A lo lejos, una choza de madera hecha de sillas rotas, cortinas deshilachadas y huesos. Dentro, una silueta familiar: Hugo.	game/branch.rpy	486	nvle "[what]"
FlashUI_label_a386378b	nvle	Helena observa que frente a él, otra Helena está sentada con una bandeja en el regazo. Come sin masticar. El cuerpo le tiembla, pero sus ojos no parpadean.	game/branch.rpy	487	nvle "[what]"
FlashUI_label_43aca9d2	hu	Come un poco más, princesa. Así ayudas al mundo...	game/branch.rpy	490	hu "[what]"
FlashUI_label_fd6fa815	he	Ya no quiero papá...	game/branch.rpy	492	he "[what]"
FlashUI_label_b2125493	nvle	Hugo se levanta. Camina sobre las velas sin apagarlas. Se arrodilla frente a ella y le limpia la boca con un billete ensangrentado. El bosque se encoge. Los árboles de carne envuelven la choza.	game/branch.rpy	493	nvle "[what]"
FlashUI_label_b7ebb268	nvle	Helena sigue observando desde fuera y se escucha un canto de rezo. Las velas de los charcos se apagan.	game/branch.rpy	494	nvle "[what]"
FlashUI_label_41591adb	nvle	El cielo está gris y todavía no canta ningún gallo. Hortensia camina decidida con un machete en la mano hacia la choza. El vestido que lleva está manchado con algo que parece óxido. Se acerca al santuario. Los trapos colgantes se agitan como si supieran lo que viene.	game/branch.rpy	496	nvle "[what]"
FlashUI_label_ed73e864	ho	Esto se acabó...	game/branch.rpy	499	ho "[what]"
FlashUI_label_b294c2c8	nvle	Rompe con el machete el primer poste. Las velas se caen. El suelo cruje. Rompe telas, rompe bancas. Los gritos de Hugo se acercan.	game/branch.rpy	500	nvle "[what]"
FlashUI_label_e2fc99d1	hu	¡¡Estás loca, mujer!!	game/branch.rpy	503	hu "[what]"
FlashUI_label_3c194e3f	nvle	La agarra del brazo. Le arrebata el machete. El rostro de Hortensia cambia de rabia a miedo. Hugo la abofetea. El sonido resuena en todo el sueño como una campana de hierro.	game/branch.rpy	504	nvle "[what]"
FlashUI_label_533f8a38	nvle	Aparece Helena de la oscuridad.	game/branch.rpy	505	nvle "[what]"
FlashUI_label_9f5b200d	he	¡NO, MAMI!	game/branch.rpy	508	he "[what]"
FlashUI_label_e7084f0f	nvle	El grito hace temblar el sueño. La escena se ralentiza. Hugo ahora es una figura grotesca, amorfa. Tiene múltiples brazos. Una de sus manos intenta alcanzar a Helena. Hortensia toma el machete del suelo, lo hunde en la espalda de su esposo.	game/branch.rpy	509	nvle "[what]"
FlashUI_label_1c302edc	nvle	Helena, empuja el machete más profundo. Su vestido está destrozado. Hortensia no logra reaccionar. El cuerpo de Hugo se desvanece como si estuviera hecho de humo denso.	game/branch.rpy	511	nvle "[what]"
FlashUI_label_248ce1b4	he	Ahora ya podremos ser libres, ¿verdad mami?	game/branch.rpy	514	he "[what]"
FlashUI_label_c2ba2960	nvle	Los rezos vuelven. Pero ahora vienen desde dentro de Helena. Voces sin cuerpo. Voces rotas.	game/branch.rpy	516	nvle "[what]"
FlashUI_label_3a139248	nvle	Ahora el bosque se ve distinto. Es el mismo lugar, pero con tonos lúcidos, enfermos. Las ramas están cubiertas de carne cruda. Los hongos gigantes palpitan como corazones abiertos.	game/branch.rpy	517	nvle "[what]"
FlashUI_label_9b2b6290	nvle	Helena se encuentra de pie, con las manos y la boca manchadas de sangre. Sus ojos brillan como brasas.	game/branch.rpy	518	nvle "[what]"
FlashUI_label_97835d8b	he	No quiero ser esto...	game/branch.rpy	521	he "[what]"
FlashUI_label_2f000717	nvle	Helena se despierta de golpe, cubierta de sudor. La habitación está oscura y no hay un solo sonido. Se sienta. Tiembla. Mira sus manos. No hay sangre. 	game/branch.rpy	525	nvle "[what]"
FlashUI_label_efdab3b0	nvle	Se levanta lentamente. Camina al escritorio. Abre un cajón. Saca una navaja oxidada, pequeña, usada para jardinería. La coloca sobre la mesa. A su lado, una nota en blanco.	game/branch.rpy	526	nvle "[what]"
FlashUI_label_22de8ab2	he	No queda nada. Mi madre está muerta. Yo también...	game/branch.rpy	528	he "[what]"
FlashUI_label_3e9e1d4e	nvle	Se sienta frente a la hoja. Mira fijamente la navaja. La toma entre los dedos. Sus ojos se empañan.	game/branch.rpy	529	nvle "[what]"
FlashUI_label_cc0fa123	nvle	Entonces, un estruendo. Se escucha a alguien caer pesadamente en la sala y luego a otro, . Voces graves se escuchan, acompañadas del crujido de botas y muebles siendo movidos.	game/branch.rpy	531	nvle "[what]"
FlashUI_label_b3b79c54	s1	Está aquí. Revisen todo.	game/branch.rpy	534	s1 "[what]"
FlashUI_label_800ac3bd	s2	Recuerden que la quiere viva.	game/branch.rpy	536	s2 "[what]"
FlashUI_label_d29313c7	nvle	Helena reacciona, pero tarde. Gira hacia la puerta, pero ya se abre violentamente. Un híbrido la toma del brazo.	game/branch.rpy	537	nvle "[what]"
FlashUI_label_9777edd6	he	¡Suéltame!	game/branch.rpy	539	he "[what]"
FlashUI_label_f9a3407f	nvle	Otro hombre entra con una jeringa. Helena forcejea, pero está demasiado débil. La jeringa entra en su cuello. Su cuerpo se ablanda.	game/branch.rpy	540	nvle "[what]"
FlashUI_label_11bba0c6	ch	¡OIIIIIIINK!	game/branch.rpy	542	ch "[what]"
FlashUI_label_364cbe9f	nvle	Helena despierta desorientada encerrada en una celda. El cuarto es blanco, clínico, sin ventanas. Solo una camilla y una mesa metálica. La luz es fría, casi azul. Se levanta con dificultad.	game/branch.rpy	546	nvle "[what]"
FlashUI_label_111e9675	el	Buenos días, Helena.	game/branch.rpy	548	el "[what]"
FlashUI_label_97211880	he	¡¿Dónde estoy?!	game/branch.rpy	549	he "[what]"
FlashUI_label_063b52cc	el	Relájate, estás en buenas manos. Soy la Dra. Elodia Rivas. Un placer conocerte.	game/branch.rpy	550	el "[what]"
FlashUI_label_abb2377d	nvle	Elodia deja la carpeta sobre la mesa. La observa un momento.	game/branch.rpy	552	nvle "[what]"
FlashUI_label_d3575ee4	nvle	Elodia se mantiene de pie, impasible, con las manos entrelazadas frente a ella. Su rostro no muestra ni desprecio ni ternura. Solo un estudio meticuloso.	game/branch.rpy	553	nvle "[what]"
FlashUI_label_48536b55	he	Esto... no es un hospital.	game/branch.rpy	555	he "[what]"
FlashUI_label_ef211191	el	Correcto. Es un laboratorio.	game/branch.rpy	556	el "[what]"
FlashUI_label_68c311dc	nvle	Luego presiona un botón junto a la puerta. Una pantalla desciende del techo. La imagen que aparece es la de Hortensia, sentada en una celda estéril. La mujer murmura algo que el audio no permite oír.	game/branch.rpy	557	nvle "[what]"
FlashUI_label_8c6a4b74	el	Tu madre resistió el virus durante más tiempo del esperado.	game/branch.rpy	559	el "[what]"
FlashUI_label_09939707	nvle	Helena siente un nudo en la garganta. Vuelve a mirar la pantalla. La imagen de Hortensia desaparece.	game/branch.rpy	560	nvle "[what]"
FlashUI_label_24bd7cd9	he	Pero mi madre estaba sana antes de desaparecer.	game/branch.rpy	561	he "[what]"
FlashUI_label_19029df5	el	Ay querida, no estás entendiendo. Tu madre no llegó aquí por voluntad propia. Yo no trabajo con voluntarios. ¿Eres tú una voluntaria?	game/branch.rpy	562	el "[what]"
FlashUI_label_5f259cf2	nvle	Entra un secuaz y ata a Helena a la camilla.	game/branch.rpy	563	nvle "[what]"
FlashUI_label_2fd596f9	he	¡Aaaargh!	game/branch.rpy	565	he "[what]"
FlashUI_label_3e8a4969	nvle	Elodia entra a la celda.	game/branch.rpy	566	nvle "[what]"
FlashUI_label_ccd13e4a	el	Le pedí a tu madre que me ayudara con un encargo entrando al depósito durante una entrega, no sospechó nada. Estaba tan preocupada por ayudar...	game/branch.rpy	567	el "[what]"
FlashUI_label_36e58a3e	el	Tanta amabilidad. Tanta ingenuidad. Fue decepcionante.	game/branch.rpy	568	el "[what]"
FlashUI_label_ba34d14b	he	Pensé que buscabas al cerdo.	game/branch.rpy	569	he "[what]"
FlashUI_label_9c83bfcd	el	También, pero tu madre no cooperó, y hay algo en ti que es clave para la investigación.	game/branch.rpy	570	el "[what]"
FlashUI_label_af0e189c	nvle	Elodia toma una inyección de su bata y la inyecta. Helena voltea los ojos en blanco. Su respiración se vuelve pesada. Tiembla. Se desmorona.	game/branch.rpy	572	nvle "[what]"
FlashUI_label_c1ef1cac	nvle	Dos hombres entran. Uno la toma de los brazos, el otro de las piernas.	game/branch.rpy	573	nvle "[what]"
FlashUI_label_f8136e3e	el	Llévenla a la celda 64. No la alimenten en 3 días. Veamos cómo reacciona el virus en su cuerpo.	game/branch.rpy	574	el "[what]"
novias_d5511e6d	nvle	Con ayuda de Chancho, Helena entierra la caja y le da dos palmaditas al pequeño en la cabeza a modo de agradecimiento.	game/branch.rpy	600	nvle "[what]"
novias_63e6136f	ad	¿Estás bien con dejar las cosas así, Lena?	game/branch.rpy	604	ad "[what]"
novias_622e0732	he	Tengo que estar bien, voy a estar bien.	game/branch.rpy	610	he "[what]"
novias_04927d91	ad	Aquí estaré para apoyarte, Lena.	game/branch.rpy	613	ad "[what]"
novias_97ab4dd4	nvle	La rubia la abraza de lado. Helena se tensa ante la cercanía de Adara, se sonroja, pero se mantiene en silencio.	game/branch.rpy	614	nvle "[what]"
novias_7f0dfa29	ad	Somos amigas a final de cuentas. Sabes que siempre estaré para ti.	game/branch.rpy	616	ad "[what]"
novias_13cf3d78	nvle	Adara aprieta su abrazo y se separa de Helena sin más y se pone a acomodar un espacio con hojas para dormir en el bosque. Mientras tanto en la mente de Helena sólo resuena la palabra AMIGAS una y otra vez, se queda en blanco, pero al ver como la rubia parece no estar afectada como ella, suspira desanimada y se pone a ayudarla con las hojas.	game/branch.rpy	617	nvle "[what]"
novias_c4869dc8	he	Sí... amigas.	game/branch.rpy	618	he "[what]"
novias_5c8ec48e	he	Perdón, sé que he sido grosera contigo.	game/branch.rpy	620	he "[what]"
novias_258cb6fc	ad	No lo has sido, Lena.	game/branch.rpy	622	ad "[what]"
novias_87b36b23	nvle	Se acomodan de espaldas en el suelo cerca de la fogata que ya se ha extinguido y el sueño llega sin permiso.	game/branch.rpy	623	nvle "[what]"
novias_74cbae94	he	Si te soy sincera siento que me voy a arrepentir, pero esto me rebasa y ya no sé qué hacer... tengo miedo.	game/branch.rpy	627	he "[what]"
novias_7648764f	ad	Ay Lena...	game/branch.rpy	629	ad "[what]"
novias_d4a71208	nvle	Adara abraza con fuerza a Helena, la castaña aprovecha y hunde su cara en el pecho de Adara, el silencio las invade. La pareja se separa ligeramente sin romper el abrazo, se ven a los ojos y Adara limpia las pocas lágrimas que salen de los acuosos ojos de Helena, la castaña la ve con la cara contraída.	game/branch.rpy	630	nvle "[what]"
novias_7c5d1a5d	ad	No llores Lena, está bien tener miedo. Además no estás sola, tienes a chancho... y me tienes a mí.	game/branch.rpy	632	ad "[what]"
novias_013e38f6	nvle	Helena la mira un poco sorprendida al principio, después sonríe ligeramente.	game/branch.rpy	633	nvle "[what]"
novias_6f84ca57	he	¿Pero me vas a besar o solo me vas a conso...?	game/branch.rpy	634	he "[what]"
novias_26ce488d	nvle	Adara no lo piensa dos veces, con la mano que mantenía su abrazo, aprieta su cintura hacia ella y la otra la toma por la nuca para acercarla contra su labios.	game/branch.rpy	635	nvle "[what]"
novias_9a14df3d	nvle	Helena es silenciada a media palabra por el beso tan brusco que le da la rubia, está tan impactada por la intensidad del beso que intenta separarse de ella empujando la cadera de Adara, sin embargo, Adara se rehúsa a soltarla y termina aprisionando a Helena contra un árbol cercano mostrando su top ajustado y provocando que se separen un momento.	game/branch.rpy	637	nvle "[what]"
novias_ea178ae7	nvle	Helena se queda admirando el físico torneado de la rubia haciendo que su ritmo cardíaco aumente y acerque su cadera. Adara toma el mentón de Helena con una de sus manos y la guía hasta su rostro.	game/branch.rpy	638	nvle "[what]"
novias_5e0fd367	ad	¿Te sigo besando o ya puedo seguir apoyándote?	game/branch.rpy	640	ad "[what]"
novias_de2766d4	he	Ara, shhhhh.	game/branch.rpy	641	he "[what]"
novias_0c6913eb	nvle	Helena se pone de puntas y le planta un suave beso a Adara. Adara se separa de Helena sin más y se pone a acomodar un espacio con hojas para dormir en el bosque. 	game/branch.rpy	642	nvle "[what]"
novias_33b60812	nvle	Mientras tanto en la mente de Helena sólo resuena la palabra NOVIAS una y otra vez, se queda en blanco, y se pone a ayudarla con las hojas.	game/branch.rpy	643	nvle "[what]"
novias_37d431da	he	No me voy a ir a ningún lado. También iría contigo a cualquier parte.	game/branch.rpy	644	he "[what]"
novias_2a9eed77	nvle	Se abrazan en el suelo y el sueño llega sin permiso.	game/branch.rpy	645	nvle "[what]"
novias_64f4884f	nvle	Los tres van llenos de hojas y lodo seco caminando por la banqueta, el pequeño Chancho como siempre va en la delantera, seguido de Helena y justo detrás Adara, que va más feliz y relajada de lo normal.	game/branch.rpy	653	nvle "[what]"
novias_a0432b57	ad	¿Entonces somos amigas?	game/branch.rpy	659	ad "[what]"
novias_ffb2613c	he	Sí, ¿qué más? Tanta carne te está atrofiando el cerebro, Ara.	game/branch.rpy	660	he "[what]"
novias_d3f24ac6	ad	¿Entonces volvimos?	game/branch.rpy	667	ad "[what]"
novias_93ce07e2	he	Tanta carne te está atrofiando el cerebro, Ara.	game/branch.rpy	668	he "[what]"
novias_7ed63940	ad	No hay que estar mucho tiempo en tu casa, hay que volver a la mía pronto.	game/branch.rpy	672	ad "[what]"
novias_bb4bb8d7	he	¿No quieres descansar un poco?	game/branch.rpy	677	he "[what]"
novias_6f7ff845	he	Anoche dormimos en el bosque.	game/branch.rpy	678	he "[what]"
novias_5023dc70	he	Sí, solo voy a empacar.	game/branch.rpy	681	he "[what]"
novias_b6eeca63	ad	Va, después de eso nos vamos.	game/branch.rpy	684	ad "[what]"
novias_fd474879	nvle	Chancho es el primero en llegar a la casa, dirigiéndose directamente a las caléndulas de Hortensia. Helena está por llegar a su casa y de repente llega una van blanca polarizada.	game/branch.rpy	686	nvle "[what]"
novias_bc6f828f	nvle	Alertadas por el ruido Adara y Helena corren hacía un callejón mientras ven con horror como bajan dos hombres de la van y Chancho es levantado del suelo y metido en el vehículo.	game/branch.rpy	687	nvle "[what]"
novias_0eeeb0b7	nvle	La van acelera de reversa y sale de cuadro. Las chicas se pierden en el bosque cercano a la casa de Helena.	game/branch.rpy	688	nvle "[what]"
novias_b4eb5e17	nvle	Adara entra con cuidado al lugar, Helena va detrás de Adara. La rubia revisa con cuidado que la casa esté sola.	game/branch.rpy	689	nvle "[what]"
novias_ffd245dd	ad	¡Se llevaron a Chancho!	game/branch.rpy	695	ad "[what]"
novias_ad9e5d7f	he	Apenas anoche escapamos y ya saben dónde vivo.	game/branch.rpy	696	he "[what]"
novias_130ee77e	ad	Esos hombres están detrás de esto.	game/branch.rpy	698	ad "[what]"
novias_8773a77e	he	Maldición, nos alcanzaron muy rápido.	game/branch.rpy	699	he "[what]"
novias_7b78b554	he	Debemos escapar del pueblo, es cuestión de tiempo para que nos alcancen. No me siento segura ya aquí.	game/branch.rpy	700	he "[what]"
novias_05054de6	ad	Podemos ir a mi casa, ellos no saben de mí. Nos esconderemos en lo que nos vamos.	game/branch.rpy	702	ad "[what]"
novias_023d434e	nvle	Helena la voltea a ver triste, se endereza para quedar cara a cara con Adara, asiente.	game/branch.rpy	703	nvle "[what]"
novias_e9a7197e	nvle	Adara le da un corto beso	game/branch.rpy	705	nvle "[what]"
novias_a7f45ee5		Llegan a casa de Adara y Helena sigue en shock mirando hacia el suelo.	game/branch.rpy	710	"[what]"
novias_e1cdbe8a	he	Deberíamos descansar un poco.	game/branch.rpy	713	he "[what]"
novias_adb1de42	ad	Reacciona, Helena. Por favor. Tenemos que escapar ya, antes de que se les ocurra regresar por nosotras. No podemos quedarnos aquí a esperar que las cosas se calmen, este lugar ya no es seguro.	game/branch.rpy	715	ad "[what]"
novias_57337a55	ad	Si entendí bien todo, sólo les importa el puerco, entonces con suerte ya no nos molestarán más ahora que lo tienen. Debemos irnos.	game/branch.rpy	717	ad "[what]"
novias_b9b035bc	he	¿Cómo puedes decir eso tan tranquilamente?	game/branch.rpy	724	he "[what]"
novias_6fedaa38	he	¿Qué no ves lo que pasa? Sobrevivimos a costa de un pequeño.	game/branch.rpy	725	he "[what]"
novias_8b619f63	ad	Yo también me encariñé de Chancho, Helena, pero estoy pensando en sobrevivir.	game/branch.rpy	727	ad "[what]"
novias_e4e77261	he	Adara, por Dios, ¡se llevaron a Chancho!	game/branch.rpy	732	he "[what]"
novias_6e3c1a74	he	¿Quieres que me preocupe por escapar como si lo de hace rato no hubiera pasado? ¿Acaso no está en tus planes rescatarlo?	game/branch.rpy	733	he "[what]"
novias_92f7f957	ad	¿Y qué, nos maten? Si de verdad querías enfrentar esto, no hubieras enterrado la caja. Ahora ya es tarde y yo estoy pensando en sobrevivir.	game/branch.rpy	735	ad "[what]"
novias_4bf3e272	nvle	Helena retira con brusquedad la mano de Adara, mientras la ve sin emoción alguna en sus ojos. Helena se levanta en silencio dejando a la rubia sin palabras. Se acerca a la ventana de la sala, recarga su mano en el vidrio y ve el jardín de Adara.	game/branch.rpy	739	nvle "[what]"
novias_bc973a63	he	No hicimos nada, y aún así en lo único que nos preocupamos sigue siendo en nosotras. ¡¿Qué no ves?! ¡Somos unas malditas egoístas!	game/branch.rpy	740	he "[what]"
novias_f7d7560c	ad	¿Y qué preferías que hiciera? Dejarte correr a salvar al niño solo te hubiera llevado a tu muerte, Lena. Esa gente no se anda con rodeos, entiende.	game/branch.rpy	742	ad "[what]"
novias_a307a6c0	he	¿Y de qué me sirvió haber evitado morir? Me siento horrible por dentro, Ara. Todavía no terminó mi luto por mi madre y ¿ahora esto? Esta es una maldita señal, yo no-	game/branch.rpy	743	he "[what]"
novias_8ed3ecda	nvle	Adara le tapa la boca a Helena, está con la cabeza gacha y sólo siente cómo las lágrimas de Helena corren por su mano y algunas se deslizan por su antebrazo. El silencio las invade, Helena sólo cierra los ojos sin resistirse al bloqueo de Adara.	game/branch.rpy	744	nvle "[what]"
novias_cb460cde	ad	Basta Helena, no digas más... por favor. Me duele verte así, escucharte así, sólo... para, por favor.	game/branch.rpy	747	ad "[what]"
novias_07389c5a	nvle	Helena se mantiene quieta, Adara quita su mano y procede a tomar sus manos para posarlos sobre su corazón.	game/branch.rpy	748	nvle "[what]"
novias_5b415904	ad	Sé que estás pasando por mucho ahorita, pero por favor no te rindas aún. Sé que no es mucho, pero me tienes a mí.	game/branch.rpy	750	ad "[what]"
novias_78af4c67	he	Adara, no te confundas. No sabes cómo me afectó lo que me hiciste.	game/branch.rpy	754	he "[what]"
novias_7cf281b3	he	¿Acaso crees que por lo que hicimos anoche ahora tienes el derecho de decir eso? ¿Pensaste que unos besos arreglarían todo? No te engañes, Adara, tú sabes perfectamente que esa promesa no la puedes cumplir.	game/branch.rpy	758	he "[what]"
novias_7bea93f8	nvle	Helena se zafa de sus manos y se cruza de brazos frente a la rubia, la mira desafiante. Por su parte, Adara se ha quedado pasmada por las palabras tan filosas que le ha lanzado la castaña.	game/branch.rpy	762	nvle "[what]"
novias_605eb7fb	ad	Entiendo que falta resolver eso, pero no me quieras cambiar el tema ahora. Estamos hablando de qué vamos a hacer.	game/branch.rpy	764	ad "[what]"
novias_016f35c9	he	Tú cambiaste el tema primero. Okay, va, es peligroso, incluso estúpido, seguir creyendo que podemos encarar a esa gente, pero ¿qué hago? ¿Regresar contigo como si nada hubiera pasado, como si todo aquello que me causaste se puede ignorar? ¿Hacemos eso? ¿Ignorar lo que pasó con mi mamá? Ni siquiera sé si en verdad está muerta, porque esa no era su carne. ¿O acaso entendí mal? Dime, te escucho. ¿Qué hacemos?	game/branch.rpy	765	he "[what]"
novias_c37fa087	ad	No, nada de eso. Lo de tu mamá es algo muy serio, pero lo que tuvimos también fue algo serio y yo no pienso volver a...	game/branch.rpy	767	ad "[what]"
novias_bab41f83	nvle	Del coraje repentino que le causan las palabras de Adara, Helena levanta los brazos mientras la encara con los ojos muy abiertos y la mandíbula apretada. Respira hondo y baja firme sus brazos en puños.	game/branch.rpy	768	nvle "[what]"
novias_c5e1088f	he	¿Qué esta vez sí es en serio? ¡¿SÍ ES EN SERIO?! Adara, ¡me rompiste el corazón esa vez! No sólo me ilusionaste y luego dejaste que la realidad me azotara en la cara con tus crueles palabras, sino que además me humillaste. ¿Sabes cuánto tiempo me tomó sanar? ¡¿Eh?!	game/branch.rpy	769	he "[what]"
novias_304405a2	ad	No, por favor escúchame. Tú no me estás entendiendo. Sé que en el pasado te lastimé y-	game/branch.rpy	771	ad "[what]"
novias_0e3db848	he	Me hiciste creer que sentíamos lo mismo. Que queríamos lo mismo. ¿Y qué pasó el día que traté de dar un paso adelante?	game/branch.rpy	772	he "[what]"
novias_3d91606f	nvle	La postura de pelea de Helena se rompe por el nudo en la garganta que se forma seguido de las lágrimas que inundan sus ojos. Se agacha ligeramente y se tapa la cara para ahogar su llanto.	game/branch.rpy	773	nvle "[what]"
novias_73c1ef93	ad	Lo siento, yo no...	game/branch.rpy	775	ad "[what]"
novias_b53fcafe	nvle	Destapa de un lado su cara destrozada de dolor, sólo para apuntarle con un dedo de manera acusatoria, su cara se contrae de dolor y se da la vuelta ignorando a Adara. Esta por su parte se intenta acercar más a la castaña, pero le levanta la mano a modo de detenerla. Adara ve su mano y agacha la cabeza derrotada.	game/branch.rpy	776	nvle "[what]"
novias_44de1fbd	ad	Lena... no sé qué decirte para que me perdones, pero quiero que sepas que esa vez...	game/branch.rpy	779	ad "[what]"
novias_fbc56814	he	¡BASTA!	game/branch.rpy	780	he "[what]"
